sku,title,category,brand,model,retail_price_inr,wholesale_price_inr,moq,stock,rating,image_prompt,image_alt,animation_treatment,poc_only,source_note
BE-0213,Astra Front Load Washer FRO-1213,Washing Machines,Astra,FRO-1213,14099,11560,1,83,4.7,"premium studio product photograph of a front load washer, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Front Load Washer, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0214,Orbis Semi Automatic Washer SEM-1214,Washing Machines,Orbis,SEM-1214,15049,12340,1,7,4.8,"premium studio product photograph of a semi automatic washer, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Semi Automatic Washer, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0215,Orbis Inverter Split AC INV-1215,Air Conditioners & Coolers,Orbis,INV-1215,3999,3280,1,14,4.9,"premium studio product photograph of a inverter split ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Inverter Split AC, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0216,IndusTech Window AC WIN-1216,Air Conditioners & Coolers,IndusTech,WIN-1216,4949,4060,1,21,3.8,"premium studio product photograph of a window ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Window AC, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0217,NovaTek Air Cooler AIR-1217,Air Conditioners & Coolers,NovaTek,AIR-1217,5899,4840,1,28,3.9,"premium studio product photograph of a air cooler, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Air Cooler, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0218,Cobalt Ceiling Fan CEI-1218,Air Conditioners & Coolers,Cobalt,CEI-1218,6849,5620,1,35,4.0,"premium studio product photograph of a ceiling fan, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Ceiling Fan, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0219,Astra Inverter Split AC INV-1219,Air Conditioners & Coolers,Astra,INV-1219,7799,6400,1,42,4.1,"premium studio product photograph of a inverter split ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Inverter Split AC, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0220,Orbis Window AC WIN-1220,Air Conditioners & Coolers,Orbis,WIN-1220,7749,6350,1,49,4.2,"premium studio product photograph of a window ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Window AC, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0221,IndusTech Air Cooler AIR-1221,Air Conditioners & Coolers,IndusTech,AIR-1221,8699,7130,1,56,4.3,"premium studio product photograph of a air cooler, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Air Cooler, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0222,NovaTek Ceiling Fan CEI-1222,Air Conditioners & Coolers,NovaTek,CEI-1222,9649,7910,1,63,4.4,"premium studio product photograph of a ceiling fan, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Ceiling Fan, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0223,Cobalt Inverter Split AC INV-1223,Air Conditioners & Coolers,Cobalt,INV-1223,4599,3770,1,70,4.5,"premium studio product photograph of a inverter split ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Inverter Split AC, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0224,Astra Window AC WIN-1224,Air Conditioners & Coolers,Astra,WIN-1224,5549,4550,1,77,4.6,"premium studio product photograph of a window ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Window AC, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0225,Orbis Air Cooler AIR-1225,Air Conditioners & Coolers,Orbis,AIR-1225,5499,4510,1,84,4.7,"premium studio product photograph of a air cooler, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Air Cooler, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0226,IndusTech Ceiling Fan CEI-1226,Air Conditioners & Coolers,IndusTech,CEI-1226,6449,5290,1,8,4.8,"premium studio product photograph of a ceiling fan, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Ceiling Fan, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0227,NovaTek Inverter Split AC INV-1227,Air Conditioners & Coolers,NovaTek,INV-1227,7399,6070,1,15,4.9,"premium studio product photograph of a inverter split ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Inverter Split AC, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0228,Cobalt Window AC WIN-1228,Air Conditioners & Coolers,Cobalt,WIN-1228,8349,6850,1,22,3.8,"premium studio product photograph of a window ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Window AC, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0229,Astra Air Cooler AIR-1229,Air Conditioners & Coolers,Astra,AIR-1229,9299,7630,1,29,3.9,"premium studio product photograph of a air cooler, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Air Cooler, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0230,Orbis Ceiling Fan CEI-1230,Air Conditioners & Coolers,Orbis,CEI-1230,9249,7580,1,36,4.0,"premium studio product photograph of a ceiling fan, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Ceiling Fan, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0231,IndusTech Inverter Split AC INV-1231,Air Conditioners & Coolers,IndusTech,INV-1231,4199,3440,1,43,4.1,"premium studio product photograph of a inverter split ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Inverter Split AC, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0232,NovaTek Window AC WIN-1232,Air Conditioners & Coolers,NovaTek,WIN-1232,5149,4220,1,50,4.2,"premium studio product photograph of a window ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Window AC, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0233,Cobalt Air Cooler AIR-1233,Air Conditioners & Coolers,Cobalt,AIR-1233,6099,5000,1,57,4.3,"premium studio product photograph of a air cooler, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Air Cooler, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0234,Astra Ceiling Fan CEI-1234,Air Conditioners & Coolers,Astra,CEI-1234,7049,5780,1,64,4.4,"premium studio product photograph of a ceiling fan, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Ceiling Fan, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0235,Orbis Inverter Split AC INV-1235,Air Conditioners & Coolers,Orbis,INV-1235,6999,5740,1,71,4.5,"premium studio product photograph of a inverter split ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Inverter Split AC, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0236,IndusTech Window AC WIN-1236,Air Conditioners & Coolers,IndusTech,WIN-1236,7949,6520,1,78,4.6,"premium studio product photograph of a window ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Window AC, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0237,NovaTek Air Cooler AIR-1237,Air Conditioners & Coolers,NovaTek,AIR-1237,8899,7300,1,85,4.7,"premium studio product photograph of a air cooler, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Air Cooler, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0238,Cobalt Ceiling Fan CEI-1238,Air Conditioners & Coolers,Cobalt,CEI-1238,9849,8080,1,9,4.8,"premium studio product photograph of a ceiling fan, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Ceiling Fan, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0239,Astra Inverter Split AC INV-1239,Air Conditioners & Coolers,Astra,INV-1239,4799,3940,1,16,4.9,"premium studio product photograph of a inverter split ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Inverter Split AC, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0240,Orbis Window AC WIN-1240,Air Conditioners & Coolers,Orbis,WIN-1240,4749,3890,1,23,3.8,"premium studio product photograph of a window ac, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Window AC, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0241,NovaTek Mixer Grinder MIX-1241,Kitchen Appliances,NovaTek,MIX-1241,899,740,1,30,3.9,"premium studio product photograph of a mixer grinder, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Mixer Grinder, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
